6.354247542,10.10.1.2:37770,10.10.2.2:5001,32,0x295b8df4,0x295b5af4,10,2147483647,28960,580,29312
6.595774812,10.10.1.2:37770,10.10.2.2:5001,32,0x295b8df4,0x295b5b0c,1,5,29056,592,29312
6.607588008,10.10.1.2:37770,10.10.2.2:5001,32,0x295b9944,0x295b60b4,11,2147483647,31872,30518,29312
6.619637716,10.10.1.2:37770,10.10.2.2:5001,32,0x295ba494,0x295b665c,12,2147483647,34816,58418,29312
6.631780350,10.10.1.2:37770,10.10.2.2:5001,32,0x295bafe4,0x295b6c04,13,2147483647,37760,84336,29312
6.643573117,10.10.1.2:37770,10.10.2.2:5001,32,0x295bbb34,0x295b71ac,14,2147483647,40576,108533,29312
6.655628472,10.10.1.2:37770,10.10.2.2:5001,32,0x295bc684,0x295b7754,15,2147483647,43520,131180,29312
6.667573531,10.10.1.2:37770,10.10.2.2:5001,32,0x295bd1d4,0x295b7cfc,16,2147483647,46336,152501,29312
6.679617243,10.10.1.2:37770,10.10.2.2:5001,32,0x295bdd24,0x295b82a4,17,2147483647,49280,172650,29312
6.691597811,10.10.1.2:37770,10.10.2.2:5001,32,0x295be874,0x295b884c,18,2147483647,52224,191787,29312
7.111319545,10.10.1.2:37770,10.10.2.2:5001,44,0x295bf96c,0x295b8df4,19,2147483647,55040,210029,29312
7.207531550,10.10.1.2:37770,10.10.2.2:5001,32,0x295bf96c,0x295b8df4,19,2147483647,55040,210029,29312
7.219486634,10.10.1.2:37770,10.10.2.2:5001,32,0x295bff14,0x295b939c,20,2147483647,57984,260244,29312
7.231349088,10.10.1.2:37770,10.10.2.2:5001,32,0x295c0a64,0x295b9944,21,2147483647,60928,305677,29312
7.243539960,10.10.1.2:37770,10.10.2.2:5001,32,0x295c15b4,0x295b9eec,22,2147483647,63744,345436,29312
7.255599582,10.10.1.2:37770,10.10.2.2:5001,32,0x295c2104,0x295ba494,23,2147483647,66688,381750,29312
7.267501245,10.10.1.2:37770,10.10.2.2:5001,32,0x295c2c54,0x295baa3c,24,2147483647,69504,413526,29312
7.279217441,10.10.1.2:37770,10.10.2.2:5001,32,0x295c37a4,0x295bafe4,25,2147483647,72448,442818,29312
7.291622687,10.10.1.2:37770,10.10.2.2:5001,32,0x295c42f4,0x295bb58c,26,2147483647,75392,468394,29312
7.303550798,10.10.1.2:37770,10.10.2.2:5001,32,0x295c4e44,0x295bbb34,27,2147483647,78208,492325,29312
7.315325851,10.10.1.2:37770,10.10.2.2:5001,32,0x295c5994,0x295bc0dc,28,2147483647,81152,513281,29312
7.327171621,10.10.1.2:37770,10.10.2.2:5001,32,0x295c64e4,0x295bc684,29,2147483647,84096,533090,29312
7.339146537,10.10.1.2:37770,10.10.2.2:5001,32,0x295c7034,0x295bcc2c,30,2147483647,86912,550396,29312
7.351146421,10.10.1.2:37770,10.10.2.2:5001,32,0x295c7b84,0x295bd1d4,31,2147483647,89856,567036,29312
7.363095922,10.10.1.2:37770,10.10.2.2:5001,32,0x295c86d4,0x295bd77c,32,2147483647,92672,581602,29312
7.375056907,10.10.1.2:37770,10.10.2.2:5001,32,0x295c9224,0x295bdd24,33,2147483647,95616,595842,29312
7.387111390,10.10.1.2:37770,10.10.2.2:5001,32,0x295c9d74,0x295be2cc,34,2147483647,98560,608290,29312
7.399056234,10.10.1.2:37770,10.10.2.2:5001,32,0x295ca8c4,0x295be874,35,2147483647,101376,620691,29312
7.411074312,10.10.1.2:37770,10.10.2.2:5001,32,0x295cb414,0x295bee1c,36,2147483647,104320,631536,29312
7.423342071,10.10.1.2:37770,10.10.2.2:5001,32,0x295cbf64,0x295bf3c4,37,2147483647,107264,642528,29312
8.034783120,10.10.1.2:37770,10.10.2.2:5001,32,0x295cd05c,0x295bf96c,38,2147483647,110080,653677,29312
8.046696932,10.10.1.2:37770,10.10.2.2:5001,32,0x295cdbac,0x295bff14,39,2147483647,113024,675374,29312
8.058759483,10.10.1.2:37770,10.10.2.2:5001,44,0x295ce6fc,0x295c04bc,40,2147483647,115840,694352,29312
8.070601454,10.10.1.2:37770,10.10.2.2:5001,52,0x295ceca4,0x295c04bc,40,2147483647,118784,710984,29312
8.082708429,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,39,20,121728,725494,29312
8.094748173,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,36,20,124544,738195,29312
8.106616048,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,35,20,127488,749327,29312
8.118735747,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,33,20,130432,759085,29312
8.130545645,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,32,20,133248,767588,29312
8.142481144,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,30,20,136192,775014,29312
8.154582488,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,29,20,139008,781531,29312
8.166608225,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,27,20,141952,787266,29312
8.178548134,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,26,20,144896,792289,29312
8.190613539,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,24,20,147712,796678,29312
8.202736910,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,23,20,150656,800533,29312
8.214869241,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,21,20,153600,803926,29312
8.226834125,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,20,20,153600,806905,29312
8.238745049,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,19,20,153600,809513,29312
8.250710040,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,18,20,153600,811782,29312
8.718215557,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,17,20,153600,813730,29312
8.730262793,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,15,20,153600,797443,29312
8.742254844,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,15,20,153600,784698,29312
8.754226087,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,15,20,153600,773555,29312
8.766179092,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,15,20,153600,765302,29312
8.778349687,10.10.1.2:37770,10.10.2.2:5001,60,0x295ceca4,0x295c04bc,15,20,153600,758066,29312
8.790404450,10.10.1.2:37770,10.10.2.2:5001,60,0x295cf7f4,0x295c100c,20,20,150784,751808,29312
