6.353443249,10.10.1.2:37768,10.10.2.2:5001,32,0x14a305e8,0x14a305d0,10,2147483647,28960,707,29312
6.355783647,10.10.1.2:37768,10.10.2.2:5001,32,0x14a33e78,0x14a305e8,10,2147483647,29056,693,29312
6.367727919,10.10.1.2:37768,10.10.2.2:5001,32,0x14a33e78,0x14a30b90,11,2147483647,31872,860,29312
6.379805324,10.10.1.2:37768,10.10.2.2:5001,32,0x14a35ac0,0x14a31138,12,2147483647,34816,2499,29312
6.391911282,10.10.1.2:37768,10.10.2.2:5001,32,0x14a35ac0,0x14a316e0,13,2147483647,37760,5444,29312
6.403990237,10.10.1.2:37768,10.10.2.2:5001,32,0x14a36610,0x14a31c88,14,2147483647,40576,9533,29312
6.415796077,10.10.1.2:37768,10.10.2.2:5001,32,0x14a37708,0x14a32230,15,2147483647,43520,14621,29312
6.427696390,10.10.1.2:37768,10.10.2.2:5001,32,0x14a38258,0x14a327d8,16,2147483647,46336,20548,29312
6.439739388,10.10.1.2:37768,10.10.2.2:5001,32,0x14a38da8,0x14a32d80,17,2147483647,49280,27220,29312
6.452075640,10.10.1.2:37768,10.10.2.2:5001,32,0x14a398f8,0x14a33328,18,2147483647,52224,34565,29312
6.463681128,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3a448,0x14a338d0,19,2147483647,55040,42533,29312
6.715666014,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3b540,0x14a33e78,20,2147483647,57984,50956,29312
6.727655798,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3bae8,0x14a34420,21,2147483647,60928,88078,29312
6.739655049,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3c638,0x14a349c8,22,2147483647,63744,122058,29312
6.751614603,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3d188,0x14a34f70,23,2147483647,66688,153291,29312
6.763557353,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3dcd8,0x14a35518,24,2147483647,69504,182116,29312
6.775707799,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3e828,0x14a35ac0,25,2147483647,72448,207579,29312
6.787635649,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3f378,0x14a36068,26,2147483647,75392,229606,29312
6.799606442,10.10.1.2:37768,10.10.2.2:5001,32,0x14a3fec8,0x14a36610,27,2147483647,78208,250371,29312
6.811859151,10.10.1.2:37768,10.10.2.2:5001,32,0x14a40a18,0x14a36bb8,28,2147483647,81152,268526,29312
6.823785999,10.10.1.2:37768,10.10.2.2:5001,32,0x14a41568,0x14a37160,29,2147483647,84096,285943,29312
6.836437520,10.10.1.2:37768,10.10.2.2:5001,32,0x14a420b8,0x14a37708,30,2147483647,86912,302673,29312
6.847872804,10.10.1.2:37768,10.10.2.2:5001,32,0x14a42c08,0x14a37cb0,31,2147483647,89856,317418,29312
